338.8,115.26,419.99,111.88,420.51,124.15,339.31,127.53
327.84,116.16,410.23,114.74,410.42,125.51,328.02,126.92
318.2,115.65,400.22,118.3,399.84,130.06,317.83,127.41
310.31,114.6,392.26,120.35,391.35,133.29,309.4,127.54
302.38,114.08,385.1,122.01,383.77,135.79,301.06,127.85
295.48,113.06,376.46,122.0,374.97,135.51,293.99,126.57
289.05,112.7,369.37,123.05,367.62,136.65,287.29,126.3
282.76,116.98,291.45,99.782,349.68,129.22,340.99,146.42
280.17,106.91,296.23,89.381,346.5,135.46,330.43,152.98
284.65,84.295,298.22,78.787,325.81,146.76,312.24,152.27
282.75,77.623,297.46,72.307,325.45,149.76,310.74,155.08
283.37,68.672,296.68,65.378,316.85,146.87,303.54,150.16
280.12,60.935,293.03,57.619,314.79,142.33,301.89,145.65
277.72,55.137,292.75,51.9,310.78,135.62,295.75,138.85
275.97,49.659,290.08,46.59,308.21,129.95,294.09,133.02
279.41,41.664,293.43,40.855,297.58,112.72,283.56,113.53
285.31,31.698,298.01,33.011,290.01,110.29,277.31,108.97
287.9,23.948,301.81,26.009,289.34,110.2,275.42,108.14
288.01,17.838,302.02,19.664,290.58,107.51,276.57,105.68
288.65,16.183,302.33,17.762,292.73,101.01,279.05,99.431
288.45,16.239,302.97,17.928,293.64,98.073,279.12,96.384
288.19,17.347,302.41,18.645,295.24,97.211,281.02,95.914
290.24,15.857,303.96,17.647,293.59,97.121,279.87,95.331
295.64,14.098,312.94,19.72,289.45,91.994,272.15,86.372
309.22,12.913,321.44,22.287,282.32,73.276,270.1,63.903
316.07,12.959,325.77,21.756,276.84,75.759,267.13,66.962
318.3,11.715,329.06,21.696,274.08,80.997,263.31,71.017
323.55,11.544,333.01,21.011,274.52,79.514,265.05,70.047
323.6,13.464,333.77,23.886,274.56,81.649,264.39,71.227
318.07,15.14,334.39,29.432,288.59,81.742,272.26,67.45
302.33,15.748,325.06,19.409,315.72,77.405,292.99,73.744
294.01,17.118,317.24,14.571,324.18,77.946,300.96,80.493
288.18,19.426,307.42,12.252,332.61,79.808,313.37,86.982
282.72,19.208,293.73,11.573,335.98,72.469,324.98,80.105
278.79,20.838,288.99,12.918,338.5,76.676,328.3,84.596
275.79,23.154,285.59,14.738,339.92,77.963,330.13,86.379
273.78,22.38,283.96,14.245,338.16,82.081,327.98,90.216
268.21,28.243,281.03,15.687,338.71,74.553,325.89,87.11
272.32,29.505,326.26,40.733,321.19,65.057,267.26,53.829
266.78,39.851,325.86,34.278,329.39,71.774,270.32,77.348
304.76,27.36,317.66,39.33,272.97,87.471,260.08,75.501
299.03,29.032,311.92,37.114,272.49,99.948,259.61,91.865
296.05,32.233,307.84,38.74,268.29,110.39,256.5,103.88
296.12,34.43,309.19,41.658,267.45,117.12,254.38,109.89
291.77,39.609,305.27,46.662,264.8,124.08,251.31,117.02
294.08,46.365,306.33,53.794,260.18,129.9,247.93,122.47
298.7,64.726,286.78,57.784,245.18,129.21,257.1,136.16
286.12,60.95,298.03,68.067,253.95,141.87,242.04,134.76
281.0,62.131,294.39,69.273,252.42,147.96,239.03,140.82
280.74,69.741,292.76,76.98,247.41,152.29,235.39,145.05
278.33,73.111,290.94,80.65,244.93,157.58,232.32,150.04
276.54,77.001,288.28,83.837,242.5,162.5,230.76,155.67
273.56,81.608,287.89,90.716,241.22,164.12,226.89,155.01
271.18,89.329,290.43,105.02,241.62,164.92,222.37,149.23
274.21,108.42,285.41,124.36,232.59,161.48,221.39,145.53
277.57,113.27,286.99,130.62,230.91,161.05,221.49,143.69
285.34,115.38,292.98,131.74,228.64,161.78,221.0,145.42
286.45,118.46,292.75,132.73,225.38,162.45,219.08,148.17
264.95,120.92,274.85,133.52,224.3,173.24,214.4,160.64
245.38,123.18,259.34,130.21,229.63,189.22,215.67,182.2
237.17,126.98,250.94,130.15,235.05,199.17,221.28,196.0
238.59,125.49,251.66,128.08,235.3,210.59,222.23,207.99
235.07,129.4,248.12,131.18,236.41,217.21,223.35,215.43
232.49,136.68,245.97,138.26,235.75,225.14,222.27,223.55
233.95,142.64,247.69,144.7,234.68,231.45,220.94,229.39
235.69,149.79,248.69,152.38,231.54,238.47,218.55,235.89
239.44,155.0,252.9,158.77,229.49,242.38,216.03,238.61
241.31,158.94,255.91,164.04,228.62,242.2,214.01,237.1
242.8,172.24,257.08,179.49,224.96,242.72,210.68,235.47
246.61,173.86,259.4,181.12,223.18,244.89,210.38,237.62
240.74,165.9,255.73,170.9,229.28,250.15,214.3,245.15
227.33,177.94,243.3,178.86,238.7,258.5,222.73,257.58
223.35,186.19,236.82,184.53,247.05,267.5,233.58,269.16
226.0,194.46,239.01,192.79,249.97,278.4,236.96,280.07
228.83,201.15,242.15,199.43,253.0,283.48,239.67,285.2
231.87,207.11,245.85,205.64,255.08,293.46,241.1,294.92
226.73,214.72,239.88,211.99,257.66,297.62,244.51,300.35
228.95,223.58,241.63,220.79,260.12,304.6,247.44,307.4
227.78,231.75,241.68,227.64,265.78,309.18,251.88,313.29
225.44,237.46,240.08,231.64,272.17,312.37,257.53,318.19
224.47,246.55,237.14,239.95,276.58,315.61,263.91,322.22
228.75,251.47,240.88,245.38,279.73,322.83,267.61,328.91
232.9,255.69,245.58,249.87,281.88,328.94,269.2,334.76
241.45,266.74,254.84,261.54,282.58,333.07,269.18,338.26
245.85,270.9,261.27,266.15,283.88,339.53,268.47,344.28
251.09,272.72,265.1,269.52,282.28,344.83,268.27,348.03
254.73,273.22,268.49,270.83,282.58,351.86,268.83,354.25
258.77,277.3,272.79,275.43,283.7,357.24,269.68,359.11
257.43,279.93,270.24,277.77,284.4,362.01,271.59,364.17
258.67,286.97,272.02,284.7,286.09,367.21,272.74,369.49
258.76,290.77,271.35,288.33,287.77,373.08,275.18,375.52
261.45,297.65,274.23,295.3,289.46,378.45,276.68,380.79
265.49,301.17,280.06,299.57,289.43,385.19,274.85,386.78
